TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3,SUPP_INFO,CONS_OBJ
Polygon,305214,305214,1,Gully Marine Protected Area,Gully Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,2363.2113,2363.93091653301,2363.2113,2363.93091653301,Not Reported,0,Designated,2004,Federal or national ministry or agency,State,Fisheries And Oceans Canada,https://www.dfo-mpo.gc.ca/oceans/mpa-zpm/gully/index-eng.html,State Verified,1868,Not Reported,CAN,CAN,Not Applicable,Not Applicable
Polygon,305219,305219,1,Endeavour Hydrothermal Vents Marine Protected Area,Endeavour Hydrothermal Vents Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,97.0672,97.0671537946795,97.0672,97.0671537946795,Not Reported,0,Designated,2003,Federal or national ministry or agency,State,Fisheries And Oceans Canada,https://www.dfo-mpo.gc.ca/oceans/mpa-zpm/endeavour/index-eng.html,State Verified,1868,Not Reported,CAN,CAN,Not Applicable,Not Applicable
Polygon,555704312,555704312,1,Basin Head Marine Protected Area,Basin Head Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,9.2377,8.64607594085352,9.2377,9.24101993578675,Not Reported,0,Designated,2005,Federal or national ministry or agency,State,Fisheries And Oceans Canada,http://www.dfo-mpo.gc.ca/oceans/mpa-zpm/basin-head/index-eng.html,State Verified,1868,Not Reported,CAN,CAN,Not Applicable,Not Applicable
Polygon,555704311,555704311,1,Gilbert Bay Marine Protected Area,Gilbert Bay Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,1,62.3947,50.6461788847218,62.3947,62.3946981816993,Not Reported,0,Designated,2005,Federal or national ministry or agency,State,Fisheries And Oceans Canada,https://www.dfo-mpo.gc.ca/oceans/mpa-zpm/gilbert/index-eng.html,State Verified,1868,Not Reported,CAN,CAN,Not Applicable,Not Applicable
Polygon,555637767,555637767,1,Eastport – Round Island Marine Protected Area,Eastport – Round Island Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,1,0.3304,0.258142035991107,0.3304,0.330399519029646,Not Reported,0,Designated,2005,Federal or national ministry or agency,State,Fisheries And Oceans Canada,http://www.dfo-mpo.gc.ca/oceans/mpa-zpm/eastport/index-eng.html,State Verified,1868,Not Reported,CAN,CAN,Not Applicable,Not Applicable
Polygon,555512142,555512142,1,Eastport – Duck Island Marine Protected Area,Eastport – Duck Island Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,1.768,1.63912933230406,1.768,1.76796715372783,Not Reported,0,Designated,2005,Federal or national ministry or agency,State,Fisheries And Oceans Canada,http://www.dfo-mpo.gc.ca/oceans/mpa-zpm/eastport/index-eng.html,State Verified,1868,Not Reported,CAN,CAN,Not Applicable,Not Applicable
Polygon,555512156,555512156,1,Musquash Estuary Marine Protected Area,Musquash Estuary Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,1,7.4215,6.06758901834056,7.4215,7.42159849063844,Not Reported,0,Designated,2006,Federal or national ministry or agency,State,Fisheries And Oceans Canada,https://www.dfo-mpo.gc.ca/oceans/mpa-zpm/musquash/index-eng.html,State Verified,1868,Not Reported,CAN,CAN,Not Applicable,Not Applicable
Polygon,555516418,555516418,1,SGaan Kinghlas – Bowie Seamount Marine Protected Area,SGaan Kinghlas – Bowie Seamount Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,6102.6267,6105.87710986973,6102.6267,6109.9608593937,Not Reported,0,Designated,2008,Federal or national ministry or agency,State,Fisheries And Oceans Canada,http://www.dfo-mpo.gc.ca/oceans/mpa-zpm/bowie-eng.html,State Verified,1868,Not Reported,CAN,CAN,Not Applicable,Not Applicable
Polygon,555704310,555704310,1,Tarium Niryutait Marine Protected Area,Tarium Niryutait Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,1749.5505,1617.01199411815,1749.5505,1742.95647866628,Not Reported,0,Designated,2010,Collaborative governance,State,Fisheries And Oceans Canada,https://www.dfo-mpo.gc.ca/oceans/mpa-zpm/tarium-niryutait/index-eng.html,State Verified,1868,Not Reported,CAN,CAN,Not Applicable,Not Applicable
Polygon,555637723,555637723,1,Anguniaqvia Niqiqyuam Marine Protected Area,Anguniaqvia Niqiqyuam Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,2358.4196,2305.81285079918,2358.4196,2354.02656371403,Not Reported,0,Designated,2016,Collaborative governance,State,Fisheries And Oceans Canada,https://www.dfo-mpo.gc.ca/oceans/mpa-zpm/anguniaqvia-niqiqyuam/index-eng.html,State Verified,1868,Not Reported,CAN,CAN,Not Applicable,Not Applicable
Polygon,555637887,555637887,1,Saguenay-St. Lawrence Marine Park,Parc marin du Saguenay-Saint-Laurent,Parc marin,Marine Park,National,II,Not Applicable,1,1246,1076.83882083435,1246,1247.26238684387,Not Reported,0,Designated,1998,Collaborative governance,State,"Parks Canada Agency / Ministère des Forêts, de la Faune et des Parcs",http://www.pc.gc.ca/,State Verified,1868,CA-QC,CAN,CAN,Not Applicable,Not Applicable
Polygon,555704263,555704263,1,Scott Islands Marine National Widllife Area,Scott Islands Marine National Widllife Area,Marine National Wildlife Area,Marine National Wildlife Area,National,VI,Not Applicable,2,11570.6534566618,11537.2436390549,11570.6534566618,11565.3341998745,Not Reported,0,Designated,2018,Federal or national ministry or agency,State,"Canadian Wildlife Service, Pacific Region",https://www.canada.ca/en/environment-climate-change/services/national-wildlife-areas/locations/scott-islands-marine.html,State Verified,1868,CA-BC,CAN,CAN,Not Applicable,Not Applicable
Polygon,300543,300543,1,Hluleka Marine Protected Area,Hluleka Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,40.8620464415,40.1495009034842,40.8620464415,40.8620197036243,Not Reported,0,Designated,2000,Federal or national ministry or agency,State,Eastern Cape Parks & Tourism Agency (ECPTA),Not Reported,State Verified,1840,ZA-EC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,300546,300546,1,Dwesa-Cwebe Marine Protected Area,Dwesa-Cwebe Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,265.078794204,261.234337903586,265.078794204,265.047057774624,Not Reported,0,Designated,2000,Federal or national ministry or agency,State,Eastern Cape Parks & Tourism Agency (ECPTA),Not Reported,State Verified,1840,ZA-EC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,306178,306178,1,Table Mountain National Park Marine Protected Area,Table Mountain National Park Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,955.85854282,938.471908028928,955.85854282,955.710932347831,Not Reported,0,Designated,2004,Federal or national ministry or agency,State,South African National Parks,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,306181,306181,1,Pondoland Marine Protected Area,Pondoland Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,1237.14098745,1231.42316904865,1237.14098745,1237.09298380929,Not Reported,0,Designated,2004,Federal or national ministry or agency,State,Eastern Cape Parks & Tourism Agency (ECPTA),Not Reported,State Verified,1840,ZA-EC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,315477,315477,1,Betty's Bay Marine Protected Area,Betty's Bay Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,20.1384103831,20.1379989607376,20.1384103831,20.1379986564515,Not Reported,0,Designated,2000,Federal or national ministry or agency,State,Cape Nature,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,315479,315479,1,De Hoop Marine Protected Area,De Hoop Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,288.874065098,288.82286549763,288.874065098,288.839845731821,Not Reported,0,Designated,2000,Federal or national ministry or agency,State,Cape Nature,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,315480,315480,1,Goukamma Marine Protected Area,Goukamma Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,33.9657454589,33.689291447146,33.9657454589,33.9657779928396,Not Reported,0,Designated,2000,Federal or national ministry or agency,State,Cape Nature,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,315481,315481,1,Helderberg Marine Protected Area,Helderberg Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,2.39761065424,2.39761064574462,2.39761065424,2.39761060484059,Not Reported,0,Designated,2000,Federal or national ministry or agency,State,Cape Nature,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,315489,315489,1,Sixteen Mile Beach Marine Protected Area,Sixteen Mile Beach Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,106.911569152,106.348591765786,106.911569152,106.713872919005,Not Reported,0,Designated,2000,Federal or national ministry or agency,State,Department of Environmental Affairs (DEA),Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,315482,315482,1,Jutten Island Marine Protected Area,Jutten Island Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,1,0.972632150992,0.969986700346225,1.1148575565,1.11485927154222,Not Reported,0,Designated,2000,Federal or national ministry or agency,State,Department of Environmental Affairs (DEA),Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,315483,315483,1,Langebaan Lagoon Marine Protected Area,Langebaan Lagoon Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,1,34.8325337025,34.7381934318388,46.7218648187,46.7224316658947,Not Reported,0,Designated,2000,Federal or national ministry or agency,State,Department of Environmental Affairs (DEA),Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,315484,315484,1,Malgas Island Marine Protected Area,Malgas Island Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,1,0.547734382587,0.546240025728536,0.660727847988,0.66072784806647,Not Reported,0,Designated,2000,Federal or national ministry or agency,State,Department of Environmental Affairs (DEA),Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,315486,315486,1,Marcus Island Marine Protected Area,Marcus Island Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,0.254953864232,0.254951208976745,0.254953864232,0.254951215331286,Not Reported,0,Designated,2000,Federal or national ministry or agency,State,Department of Environmental Affairs (DEA),Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,315487,315487,1,Robberg Marine Protected Area,Robberg Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,1,23.2311702776,23.1735040337086,26.1840282566,26.1840294723159,Not Reported,0,Designated,2000,Federal or national ministry or agency,State,Cape Nature,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,315488,315488,1,Sardinia Bay Marine Protected Area,Sardinia Bay Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,12.9091188329,12.9091150327727,12.9091188329,12.9091150548799,Not Reported,0,Designated,2000,Federal or national ministry or agency,State,Nelson Mandela Metropolitan Municipality,Not Reported,State Verified,1840,ZA-EC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,315491,315491,1,Trafalgar Marine Protected Area,Trafalgar Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,8.29147636722,8.03386440892081,8.29147636722,8.29142387064845,Not Reported,0,Designated,2000,Federal or national ministry or agency,State,Ezemvelo KwaZulu-Natal Wildlife (EKZNW),Not Reported,State Verified,1840,ZA-NL,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,351694,351694,1,Amathole Marine Protected Area,Amathole Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,247.752027049,244.171377108486,247.752027049,247.726040763084,Not Reported,0,Designated,2011,Federal or national ministry or agency,State,Eastern Cape Parks & Tourism Agency (ECPTA),Not Reported,State Verified,1840,ZA-EC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555512160,555512160,1,Prince Edward Island Marine Protected Area,Prince Edward Island Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,181229.455871,169731.796654738,181229.455871,181250.407407656,Not Reported,0,Designated,2013,Federal or national ministry or agency,State,Department of Environmental Affairs (DEA),Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555563467,555563467,1,Walker Bay Whale Sanctuary Marine Protected Area,Walker Bay Whale Sanctuary Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,112.486976165,110.030005856211,112.486976165,112.47487534803,Not Reported,0,Designated,2001,Federal or national ministry or agency,State,Department of Environmental Affairs (DEA),Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555564074,555564074,1,Trafalgar Marine Reserve,Trafalgar Marine Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,1,0,2.05659370944622,2.31415101231,2.3141510895293,Not Reported,0,Designated,1979,Federal or national ministry or agency,State,KwaZulu-Natal Nature Conservation Board,Not Reported,State Verified,1840,ZA-NL,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570929,555570929,1,Maputaland Marine Reserve,Maputaland Marine Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,2,364.083527702,355.742332929636,364.083527702,364.083205134922,Not Reported,0,Designated,1987,Federal or national ministry or agency,State,KwaZulu-Natal Nature Conservation Board,Not Reported,State Verified,1840,ZA-NL,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555579282,555579282,1,St. Lucia Marine Reserve,St. Lucia Marine Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,2,465.448064237,461.412050938934,465.448064237,465.448517042906,Not Reported,0,Designated,1979,Federal or national ministry or agency,State,KwaZulu-Natal Nature Conservation Board,Not Reported,State Verified,1840,ZA-NL,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555571011,555571011,1,Port Elizabeth Corals Marine Protected Area,Port Elizabeth Corals Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,270.395840905,270.397476534808,270.395840905,270.397475977552,Not Reported,0,Designated,2019,Federal or national ministry or agency,State,South African National Parks,Not Reported,State Verified,1840,ZA-EC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,315492,315492,1,Tsitsikamma Marine Protected Area,Tsitsikamma Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,293.65896318,292.611681722083,293.658963179,292.635510982482,All,293.65896318,Designated,2000,Federal or national ministry or agency,State,South African National Parks,Not Reported,State Verified,1840,ZA-EC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555571013,555571013,1,Browns Bank Corals Marine Protected Area,Browns Bank Corals Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,339.425146283,339.483216874121,339.425146283,339.483216761698,Not Reported,0,Designated,2019,Federal or national ministry or agency,State,South African National Parks,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555571014,555571014,1,Childs Bank Marine Protected Area,Childs Bank Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,1210.71530989,1210.98703557296,1210.71530989,1210.98703865619,Not Reported,0,Designated,2019,Federal or national ministry or agency,State,South African National Parks,Not Reported,State Verified,1840,ZA-NC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555571016,555571016,1,iSimangaliso Marine Protected Area,iSimangaliso Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,10710.5072592,10695.0328273796,10710.5072592,10708.5048347249,Not Reported,0,Designated,2019,Federal or national ministry or agency,State,iSimangaliso Wetland Park Authority,Not Reported,State Verified,1840,ZA-NL,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555571018,555571018,1,Agulhas Bank Complex Marine Protected Area,Agulhas Bank Complex Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,4313.62787172,4313.1967645865,4313.62787172,4313.19675974896,Not Reported,0,Designated,2019,Federal or national ministry or agency,State,South African National Parks,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555571019,555571019,1,Agulhas Muds Marine Protected Area,Agulhas Muds Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,206.909584291,206.909540426757,206.909584291,206.90954020747,Not Reported,0,Designated,2019,Federal or national ministry or agency,State,South African National Parks,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555571020,555571020,1,Robben island Marine Protected Area,Robben island Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,612.299095894,610.231754733831,612.299095894,612.299432748543,Not Reported,0,Designated,2019,Federal or national ministry or agency,State,South African National Parks,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555571021,555571021,1,Orange Shelf Edge Marine Protected Area,Orange Shelf Edge Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,1842.21604008,1840.93148152359,1842.21604008,1840.93148026831,Not Reported,0,Designated,2019,Federal or national ministry or agency,State,South African National Parks,Not Reported,State Verified,1840,ZA-NC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555571022,555571022,1,Benguela Muds Marine Protected Area,Benguela Muds Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,92.4871962052,92.4872021253188,92.4871962052,92.487201336536,Not Reported,0,Designated,2019,Federal or national ministry or agency,State,South African National Parks,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555571023,555571023,1,Cape Canyon Marine Protected Area,Cape Canyon Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,583.320706142,583.321105160516,583.320706142,583.321106053838,Not Reported,0,Designated,2019,Federal or national ministry or agency,State,South African National Parks,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555571025,555571025,1,Southeast Atlantic Seamount Marine Protected Area,Southeast Atlantic Seamount Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,7725.15128158,7725.17123269009,7725.15128158,7725.17122395882,Not Reported,0,Designated,2019,Federal or national ministry or agency,State,South African National Parks,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555571026,555571026,1,Namaqua Fossil Forest Marine Protected Area,Namaqua Fossil Forest Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,494.228241853,494.228337626027,494.228241853,494.228338571764,Not Reported,0,Designated,2019,Federal or national ministry or agency,State,South African National Parks,Not Reported,State Verified,1840,ZA-NC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555571027,555571027,1,Namaqua National Park Marine Protected Area,Namaqua National Park Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,549.396927591,548.59428007169,549.396927591,549.313518669435,Not Reported,0,Designated,2019,Federal or national ministry or agency,State,South African National Parks,Not Reported,State Verified,1840,ZA-NC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555571031,555571031,1,uThukela Marine Protected Area,uThukela Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,4099.43935953,4093.97551077118,4099.43935953,4099.33510106852,Not Reported,0,Designated,2019,Federal or national ministry or agency,State,South African National Parks,Not Reported,State Verified,1840,ZA-NL,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555571032,555571032,1,Amathole Offshore Marine Protected Area,Amathole Offshore Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,4213.28255581,4213.73541881933,4213.28255581,4213.7354180257,Not Reported,0,Designated,2019,Federal or national ministry or agency,State,South African National Parks,Not Reported,State Verified,1840,ZA-EC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555571028,555571028,1,Protea Banks Marine Protected Area,Protea Banks Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,1190.12092,1189.58376950153,1190.12092,1189.58376720105,Not Reported,0,Designated,2019,Federal or national ministry or agency,State,South African National Parks,Not Reported,State Verified,1840,ZA-NL,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555571029,555571029,1,Addo Elephant Marine Protected Area,Addo Elephant Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,1127.08916763,1122.98403329032,1127.08916763,1126.75015549169,Not Reported,0,Designated,2019,Federal or national ministry or agency,State,South African National Parks,Not Reported,State Verified,1840,ZA-EC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555563466,555563466,1,Stilbaai Marine Protected Area,Stilbaai Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,1,34.88677931,30.9250351926905,34.8867793062,34.8804633123288,Not Reported,0,Designated,2008,Federal or national ministry or agency,State,Cape Nature,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555571015,555571015,1,Agulhas Front Marine Protected Area,Agulhas Front Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,6255.537966,6151.68471913062,6255.53796587079,6257.50920938752,Not Reported,0,Designated,2019,Federal or national ministry or agency,State,South African National Parks,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555571024,555571024,1,Southwest Indian Seamount Marine Protected Area,Southwest Indian Seamount Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,7558.09914,7470.14058009316,7558.09914037179,7558.98046984845,Not Reported,0,Designated,2019,Federal or national ministry or agency,State,South African National Parks,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,306179,306179,1,Aliwal Shoal Marine Protected Area,Aliwal Shoal Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,678.285132,674.100107531643,678.285132,678.271025299512,Not Reported,0,Designated,2019,Federal or national ministry or agency,State,Ezemvelo KwaZulu-Natal Wildlife (EKZNW),Not Reported,State Verified,1840,ZA-NL,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,901254,901254,1,Far East Marine,Far East Marine,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,2,0,1273.580786,1211,1308.47979338923,Not Reported,0,Designated,2003,Collaborative governance,Not Reported,Not Reported,Not Reported,State Verified,840,RU-PRI,RUS,RUS,Not Applicable,Not Applicable
Polygon,555637442,555637442,1,Sombrero Island Nature Reserve Marine Park,Sombrero Island Nature Reserve Marine Park,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(ii)(iii)(iv)(vi),2,10.10152,9.94889167116749,10.49947,10.5558582701497,None,0,Designated,2018,Federal or national ministry or agency,State,Department of Natural Resources,http://www.gov.ai/documents/fisheries/Management_Plan_for_Anguilla_Marine_Park_System_cond17v.pdf,State Verified,1117,AI,GBR,AIA,Not Applicable,Not Applicable
Point,555547656,555547656,1,Jorio Marine Resource Management Plan,Jorio,Marine Managed Area,Marine Managed Area,National,Not Reported,Not Applicable,2,170,,170,,Part,0,Designated,2008,Indigenous peoples,Not Reported,Not Reported,Not Reported,Not Reported,1686,Not Reported,SLB,SLB,Not Applicable,Not Applicable
Point,478002,478002,1,Blue Bay Marine Park,Blue Bay Marine Park,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(ii)(iv)(vii)(viii),2,3.53,,3.53,,All,3.53,Designated,2008,Federal or national ministry or agency,State,Ministry of Fisheries,Management plan is implemented and is available,State Verified,1856,MU-GP,MUS,MUS,Not Applicable,Not Applicable
Point,555542776,555542776,1,Abrolhos Marine National Park,Abrolhos Marine National Park,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv)(vi)(vii)(viii),2,882.2,,913,,Not Reported,0,Designated,2010,Not Reported,Not Reported,Not Reported,Management plan is implemented and is available,State Verified,1856,BR-BA,BRA,BRA,Not Applicable,Not Applicable
Point,313512,313512,1,Ringi Te Suh Marine Conservation Reserve,Ringi Te Suh Marine Conservation Reserve,Forest Conservation Area,Forest Conservation Area,National,Not Reported,Not Applicable,2,0,,1,,Not Reported,0,Designated,1991,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,Not Reported,967,Not Reported,VUT,VUT,Not Applicable,Not Applicable
Point,313530,313530,1,Uri Marine Park,Uri Marine Park,Forest Conservation Area,Forest Conservation Area,National,Not Reported,Not Applicable,2,0,,0,,Not Reported,0,Designated,0,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,967,Not Reported,VUT,VUT,Not Applicable,Not Applicable
Point,555512099,555512099,1,Nguna-Pele Marine Protected Area,Nguna-Pele Marine Protected Area,Marine Protected Area,Marine Protected Area,National,VI,Not Applicable,2,30,,30,,Not Reported,0,Designated,2001,Not Reported,Not Reported,Nguna-Pele Marine Protected Area Committee,Not Reported,Not Reported,878,Marine,VUT,VUT,Not Applicable,Not Applicable
Point,315598,315598,1,Atafu Marine Conservation Area,Atafu Marine Conservation Area,Marine Reserve,Marine Reserve,National,Not Reported,Not Applicable,2,0.2,,0.2,,All,0.2,Designated,1995,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,Not Reported,1686,Not Reported,NZL,TKL,Not Applicable,Not Applicable
Point,315599,315599,1,Nukunonu Marine Conservation Area,Nukunonu Marine Conservation Area,Marine Reserve,Marine Reserve,National,II,Not Applicable,2,0.25,,0.25,,All,0.25,Designated,1998,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,Not Reported,1686,Not Reported,NZL,TKL,Not Applicable,Not Applicable
Point,220024,220024,1,L'Ilot Casy (Réserve spéciale marine de la baie de Prony),L'Ilot Casy (Réserve spéciale marine de la baie de Prony),Special Marine Reserve,Special Marine Reserve,National,II,Not Applicable,2,1.45,,1.45,,All,1.45,Designated,1993,Federal or national ministry or agency,Not Reported,"Service de l'environnement;bureau pour l'environnement marin",Not Reported,Not Reported,1686,Marine,FRA,NCL,Not Applicable,Not Applicable
Point,28487,28487,1,Blue Bay/Le Chaland Marine Nature Reserve,Blue Bay/Le Chaland Marine Nature Reserve,Marine Park,Marine Park,National,Not Reported,Not Applicable,2,3.53,,3.53,,Not Reported,0,Designated,2000,Federal or national ministry or agency,State,Ministry of Fisheries,Not Existing,State Verified,1819,Not Reported,MUS,MUS,Not Applicable,Not Applicable
