TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3,SUPP_INFO,CONS_OBJ
Polygon,555716244,555716244,0,Tobias Fornier Marine Protected Area Networking,Tobias Fornier Marine Protected Area Networking,Marine Protected Area Network,Marine Protected Area Network,Not Applicable,Not Applicable,Not Applicable,2,222.21,218.074974181671,222.21,223.694202813706,Not Reported,0,Established,0,Sub-national ministry or agency,State,Not Reported,Not Reported,State Verified,1841,Not Reported,PHL,PHL,Not Reported,Primary
Polygon,555716251,555716251,0,Sta. Praxedes-Claveria Marine Protected Area (SPCMPAN),Sta. Praxedes-Claveria Marine Protected Area (SPCMPAN),Marine Protected Area Network,Marine Protected Area Network,Not Applicable,Not Applicable,Not Applicable,1,30.21,11.7456055437289,30.21,13.4958161108308,Not Reported,0,Established,0,Sub-national ministry or agency,State,LGU,Not Reported,State Verified,1841,Not Reported,PHL,PHL,Not Reported,Primary
Polygon,555716252,555716252,0,Zambales Marine Protected Area Network,Zambales Marine Protected Area Network,Marine Protected Area Network,Marine Protected Area Network,Not Applicable,Not Applicable,Not Applicable,2,2669.43,2645.96321243983,2669.43,2679.76877751018,Not Reported,0,Established,2013,Sub-national ministry or agency,State,LGU,Not Reported,State Verified,1841,Not Reported,PHL,PHL,Not Reported,Primary
Polygon,555716266,555716266,0,Eastern Iligan Bay Marine Protected Area Network,Eastern Iligan Bay Marine Protected Area Network,Marine Protected Area Network,Marine Protected Area Network,Not Applicable,Not Applicable,Not Applicable,2,0.0116,0.0116793084684077,0.0116,0.0116793084684077,Not Reported,0,Established,0,Sub-national ministry or agency,State,LGU,Not Reported,State Verified,1841,Not Reported,PHL,PHL,Not Reported,Primary
Polygon,555651558,555651558,1,Ascension Island Marine Protected Area,Ascension Island Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Assigned,Not Applicable,2,445000,448884.701347,445000,448891.364539,Part,443000,Designated,2019,Federal or national ministry or agency,State,Ascension Island Government,https://www.ascension.gov.ac/project/mpa-management-plan,State Verified,1845,Not Reported,GBR,SHN,Not Applicable,Not Applicable
Polygon,13086,13086,1,Kealakekua Bay Marine Life Conservation District,Kealakekua Bay Marine Life Conservation District,Marine Protected Area,Marine Protected Area,National,IV,Not Applicable,1,0,0.900955241364769,1.23342550833601,1.23342550828078,Part,0,Designated,1969,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-HI,USA,USA,Not Applicable,Not Applicable
Polygon,18716,18716,1,Bird Island Marine Sanctuary,Bird Island Marine Sanctuary,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,1,1.46314191518004,1.21848967194051,1.46314191518004,1.46314191516429,Part,1.21848967194051,Designated,2001,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MP,USA,MNP,Not Applicable,Not Applicable
Polygon,21022,21022,1,Hanauma Bay Marine Life Conservation District,Hanauma Bay Marine Life Conservation District,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,1,0.407818145123272,0.282662551516936,0.407818145123272,0.407818145136924,Part,0.282662551516936,Designated,1967,Joint governance,Joint ownership,State Department of Natural Resources,Not Reported,State Verified,1848,US-HI,USA,USA,Not Applicable,Not Applicable
Polygon,352749,352749,1,Scorpion (Santa Cruz Island) State Marine Reserve,Scorpion (Santa Cruz Island) State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,24.9572181837721,23.9189018106619,24.9572181837721,24.9572181840314,All,24.9572181837721,Designated,2003,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,220003,220003,1,Hawaiian Islands Humpback Whale National Marine Sanctuary,Hawaiian Islands Humpback Whale National Marine Sanctuary,Marine Protected Area,Marine Protected Area,National,IV,Not Applicable,2,0,3443.50384138952,3537.18919643284,3537.18919661726,None,0,Designated,1992,Federal or national ministry or agency,State,National Oceanic and Atmospheric Administration,Not Reported,State Verified,1848,US-HI,USA,USA,Not Applicable,Not Applicable
Polygon,220201,220201,1,Papahanaumokuakea Marine National Monument,Papahanaumokuakea Marine National Monument,Marine Protected Area,Marine Protected Area,National,IV,Not Applicable,2,0,1501236.35047477,1508846.77763722,1501236.35049781,Part,0,Designated,2006,Not Reported,Not Reported,U.S. Fish and Wildlife Service,Not Reported,State Verified,1848,US-HI,USA,USA,Not Applicable,Not Applicable
Polygon,220251,220251,1,Managaha Marine Conservation Area,Managaha Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,IV,Not Applicable,2,0,4.95660424085905,5.02658306527116,5.02658306555526,Part,0,Designated,2000,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MP,USA,MNP,Not Applicable,Not Applicable
Polygon,122900,122900,1,Florida Keys National Marine Sanctuary,Florida Keys National Marine Sanctuary,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,9734.64415487363,9857.89861539338,9857.89861633174,Part,0,Designated,1990,Federal or national ministry or agency,State,National Oceanic and Atmospheric Administration,Not Reported,State Verified,1848,US-FL,USA,USA,Not Applicable,Not Applicable
Polygon,302157,302157,1,Forbidden Island Marine Sanctuary,Forbidden Island Marine Sanctuary,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,1,2.51967000060554,2.15130501884691,2.51967000060554,2.51967000056905,Part,2.15130501884691,Designated,2000,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MP,USA,MNP,Not Applicable,Not Applicable
Polygon,312112,312112,1,San Diego Marine Life Refuge,San Diego Marine Life Refuge,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,1,0.358351138690783,0.177406087961737,0.358351138690783,0.358351138690754,Part,0.177406087961737,Designated,1957,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,312167,312167,1,Albany Mudflats State Marine Park,Albany Mudflats State Marine Park,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,1,0,0.307210164386647,0.666914034446825,0.666914034483108,None,0,Designated,1986,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
